future_irr_inflows[, 1]	Cold.Stream	Hamlin.Creek	Turner.Creek	Fletcher.Creek	Carman.Creek	Big.Grizzly.Creek	Mapes.Creek	Little.Last.Chance.Creek	Correco.Canyon	Bear.Valley.Creek.Smithneck.Creek	Lemon.Creek
Oct-2022	283051.079574415	32669.6412209143	9603.83530220017	2914.05784295747	23997.5608911457	2521.91846251082	6066.78621984816	211841.150850909	0	161443.672454485	55434.3972656931
Nov-2022	317719.760698165	36225.2200236046	24959.5213118072	3652.44164912477	36359.3160135325	35547.1589519979	10125.0590925538	0	0	229556.706092982	67620.0728007911
Dec-2022	1156940.06062217	94573.3289359763	400670.159578758	38550.301403072	215743.486022132	0	150958.821085068	0	0	770474.065131547	188560.154811724
Jan-2022	470499.991503634	56778.0901150683	113698.203677025	31205.5400078838	115968.854394016	39281.5498676278	43381.0033522521	0	0	315542.780316455	115766.632947954
Feb-2022	2634279.06669548	142878.033672805	967232.739211546	238532.062523457	1163499.23002373	48691.7721903804	557172.274486512	0	0	1792335.47396507	725267.821643358
Mar-2022	2312081.07258266	205842.525248213	290192.722499104	146400.954005727	438308.306726486	6778.16549777974	109052.166645657	0	0	1732715.78952606	638174.766738452
Apr-2022	2587545.63003867	140793.777594114	120355.493971047	41866.8447971438	70197.3868463472	0	27241.3955345521	745350.270494276	0	1007907.92465987	279156.691280456
May-2022	6716827.3155385	243703.57197407	165567.335050409	64814.8420585086	52804.363463305	55637.9881387037	25030.6209039691	1597348.69172407	0	1886979.34125953	514924.217749658
Jun-2022	6817491.98038061	269573.017569103	59492.6111638521	45141.9744495961	42119.3782878913	191359.935354787	17032.3185839762	3430304.02635989	0	947820.463140306	157761.861192796
Jul-2022	2184387.29945289	163114.626697597	28252.7033380896	9196.84992281852	34267.0468479099	215960.627139103	12350.455427818	1898964.13518867	0	484032.744835917	87487.3737166542
Aug-2022	675001.48098149	52107.9845392191	13770.6911168254	3855.14644822193	27542.834460755	202066.068907322	9368.10245974839	1611539.26560655	0	242026.919093968	66628.2668797275
Sep-2022	291678.290910606	29370.6301885949	6990.67956368141	2498.04446982668	22316.9099039198	224797.570581117	7016.32007093612	969127.30428304	0	145585.72590416	51333.347326851
Oct-2023	204889.170793072	17727.0629765389	34564.2848594087	2511.89183776549	27743.8327670183	24389.6924186162	26481.7914613009	182922.693139621	0	130742.931953442	35267.4935026631
Nov-2023	285126.000998948	26139.3849692953	59068.8898743955	8194.65209913847	44066.181079655	7960.56475991533	17884.5818214315	0	0	183375.956844552	54442.9018498775
Dec-2023	509828.621507187	49808.596498042	126431.992566711	27345.177970284	103555.351061495	14094.2110243748	42203.9403470562	0	0	318375.505896799	97875.5851416165
Jan-2023	256351.313624707	28035.845394083	36671.5726301267	10684.5067379996	44111.548681821	11483.1354911707	15271.2754892614	0	0	183576.389370136	62532.6232798839
Feb-2023	163118.642446287	16582.56861791	49608.9656946616	8307.82433703633	43408.1810015638	13550.4771617722	13100.8271972548	0	0	150203.609325737	52682.0224935715
Mar-2023	2646724.99766679	161571.640993831	963729.601338701	286306.398208446	1727864.36683305	10070.0692600856	571658.524652558	0	0	1344281.76684061	1127662.23413901
Apr-2023	2709385.08439066	300402.637267084	361591.82582725	224746.749254083	783247.315058903	7657.15889156965	132511.644523179	0	0	1858002.82950976	850425.176187846
May-2023	13799932.8685736	1267704.71893084	1436114.77333174	569048.995831348	993587.675781775	7894.15451272952	243213.562662133	1544622.89965741	0	8359971.33906711	2881073.00577009
Jun-2023	11562823.3734401	703869.396542202	605147.2364659	201282.629408347	102315.61637821	244351.336079071	41317.0168932659	2144861.72780518	0	4110300.99893465	1177967.24097396
Jul-2023	10487990.9567316	902333.95701364	444730.357825731	173672.157770188	55964.574951957	198043.739542425	21192.6125628171	2427187.22648507	0	2430863.85133228	324399.829434839
Aug-2023	2619975.51539401	265978.68817414	54993.1338576338	35267.0293358306	41136.7749926765	252516.4544237	14412.2650695679	2622286.25747689	0	593812.640895544	94147.8491243884
Sep-2023	584289.88893221	53647.397312518	21622.830650108	4679.25153883615	32270.5082139746	206049.369220761	10985.3058824621	745702.479084659	0	248338.956018832	70736.0917288836
Oct-2024	1738446.30935769	179711.695716055	166931.061471414	56606.8186819219	49798.1939265072	70751.8443777233	63348.5595170865	386560.539366508	0	493772.363529931	81505.9167833926
